name,mean_counts,genre,cluster
Ookami to Koushinryou,0.03076923076923077,"Adventure, Fantasy, Historical, Romance",2
Kuroko no Basket 2nd Season,0.03039348710990502,"Comedy, School, Shounen, Sports",2
Junjou Romantica 2,0.030184740632501827,"Comedy, Drama, Romance, Shounen Ai",2
NHK ni Youkoso!,0.029975994155098634,"Comedy, Drama, Psychological, Romance",2
Akame ga Kill!,0.029871620916397036,"Action, Adventure, Fantasy",2
Angel Beats!,0.8008205893323387,"Action, Comedy, Drama, School, Supernatural",3
Steins;Gate,0.794106676613204,"Sci-Fi, Thriller",3
Toradora!,0.7873927638940694,"Comedy, Romance, School, Slice of Life",3
Code Geass: Hangyaku no Lelouch,0.7799328608728087,"Action, Mecha, Military, School, Sci-Fi, Super Power",3
Shingeki no Kyojin,0.7549421857515852,"Action, Drama, Fantasy, Shounen, Super Power",3
Code Geass: Hangyaku no Lelouch R2,0.7504662439388288,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",3
No Game No Life,0.7441253263707572,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",3
Bakemonogatari,0.7273405445729205,"Mystery, Romance, Supernatural, Vampire",3
Fullmetal Alchemist: Brotherhood,0.7269675494218575,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",3
Death Note,0.7172696754942186,"Mystery, Police, Psychological, Supernatural, Thriller",3
Sword Art Online,0.6863110779559866,"Action, Adventure, Fantasy, Game, Romance",3
Durarara!!,0.6833271167474823,"Action, Mystery, Supernatural",3
Clannad,0.6792241700857888,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",3
Clannad: After Story,0.6792241700857888,"Drama, Fantasy, Romance, Slice of Life, Supernatural",3
Fate/Zero,0.6687803058560239,"Action, Fantasy, Supernatural",3
Hataraku Maou-sama!,0.660574412532637,"Comedy, Demons, Fantasy, Romance, Shounen",3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,0.6553524804177546,"Drama, Slice of Life, Supernatural",3
Tengen Toppa Gurren Lagann,0.6464005967922417,"Action, Adventure, Comedy, Mecha, Sci-Fi",3
One Punch Man,0.6411786646773592,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",3
Fate/Zero 2nd Season,0.6367027228646027,"Action, Fantasy, Supernatural, Thriller",3
Psycho-Pass,0.6311077955986573,"Action, Police, Psychological, Sci-Fi",3
Mirai Nikki (TV),0.6225289071242074,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",3
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,0.6072361059306229,"Comedy, Drama, Romance, School",3
Chuunibyou demo Koi ga Shitai!,0.6049981350242447,"Comedy, Drama, Romance, School, Slice of Life",3
Log Horizon,0.5997762029093622,"Action, Adventure, Fantasy, Game, Magic, Shounen",3
Suzumiya Haruhi no Yuuutsu,0.5994032077582991,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",3
Nisemonogatari,0.5945542707944796,"Comedy, Mystery, Supernatural",3
Sakurasou no Pet na Kanojo,0.5889593435285341,"Comedy, Drama, Romance, School, Slice of Life",3
Kami nomi zo Shiru Sekai,0.5885863483774711,"Comedy, Harem, Romance, Shounen, Supernatural",3
Darker than Black: Kuro no Keiyakusha,0.5859753823200299,"Action, Mystery, Sci-Fi, Super Power",3
Kami nomi zo Shiru Sekai II,0.5755315180902648,"Comedy, Harem, Romance, Shounen, Supernatural",3
Hyouka,0.5688176053711301,"Mystery, School, Slice of Life",3
Kiseijuu: Sei no Kakuritsu,0.5669526296158149,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",3
Mahou Shoujo Madoka★Magica,0.5654606490115629,"Drama, Magic, Psychological, Thriller",3
Noragami,0.5617306975009325,"Action, Adventure, Shounen, Supernatural",3
Toaru Majutsu no Index,0.5557627750839239,"Action, Magic, Sci-Fi, Super Power",3
Ookami to Koushinryou,0.5516598284222305,"Adventure, Fantasy, Historical, Romance",3
Suzumiya Haruhi no Shoushitsu,0.5378590078328982,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",3
Another,0.5240581872435658,"Horror, Mystery, School, Supernatural, Thriller",3
Shigatsu wa Kimi no Uso,0.5236851920925027,"Drama, Music, Romance, School, Shounen",3
Elfen Lied,0.5229392017903767,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",3
Fullmetal Alchemist,0.5177172696754943,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",3
Kill la Kill,0.5177172696754943,"Action, Comedy, School, Super Power",3
Boku dake ga Inai Machi,0.5124953375606117,"Mystery, Psychological, Seinen, Supernatural",3
Boku wa Tomodachi ga Sukunai,0.5124953375606117,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",3
Baka to Test to Shoukanjuu,0.5083923908989183,"Comedy, Romance, School, Super Power",3
Ore no Imouto ga Konnani Kawaii Wake ga Nai,0.5024244684819097,"Comedy, Seinen, Slice of Life",3
Fate/stay night: Unlimited Blade Works,0.5013054830287206,"Action, Fantasy, Magic, Shounen, Supernatural",3
Gekkan Shoujo Nozaki-kun,0.5013054830287206,"Comedy, Romance, School",3
Highschool of the Dead,0.49869451697127937,"Action, Ecchi, Horror, Supernatural",3
Nisekoi,0.49869451697127937,"Comedy, Harem, Romance, School, Shounen",3
Soul Eater,0.49645654606490114,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",3
Ao no Exorcist,0.49384558000745993,"Action, Demons, Fantasy, Shounen, Supernatural",3
Guilty Crown,0.49384558000745993,"Action, Drama, Sci-Fi, Super Power",3
Kokoro Connect,0.4927265945542708,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",3
Kaichou wa Maid-sama!,0.4927265945542708,"Comedy, Romance, School, Shoujo",3
Shokugeki no Souma,0.4908616187989556,"Ecchi, School, Shounen",3
Black Lagoon,0.48638567698619917,"Action, Seinen",3
Monogatari Series: Second Season,0.48638567698619917,"Comedy, Mystery, Romance, Supernatural, Vampire",3
Toaru Majutsu no Index II,0.4856396866840731,"Action, Magic, Sci-Fi, Super Power",3
Ookami to Koushinryou II,0.47706079820962327,"Adventure, Fantasy, Historical, Romance",3
Kami nomi zo Shiru Sekai: Megami-hen,0.47370384185005593,"Comedy, Harem, Romance, Shounen, Supernatural",3
Kore wa Zombie Desu ka?,0.4710928757926147,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",3
Magi: The Labyrinth of Magic,0.46848190973517345,"Action, Adventure, Fantasy, Magic, Shounen",3
Death Parade,0.46848190973517345,"Drama, Game, Mystery, Psychological, Thriller",3
Barakamon,0.46736292428198434,"Comedy, Slice of Life",3
Zetsuen no Tempest,0.4662439388287952,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",3
Sen to Chihiro no Kamikakushi,0.4658709436777322,"Adventure, Drama, Supernatural",3
Boku wa Tomodachi ga Sukunai Next,0.4658709436777322,"Comedy, Harem, Romance, School, Seinen, Slice of Life",3
Zankyou no Terror,0.464005967922417,"Psychological, Thriller",3
Usagi Drop,0.4628869824692279,"Josei, Slice of Life",3
Bakuman.,0.46139500186497573,"Comedy, Romance, Shounen",3
Nekomonogatari: Kuro,0.4606490115628497,"Comedy, Romance, Supernatural",3
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,0.4587840358075345,"Comedy, Drama, Romance, School",3
Baccano!,0.4584110406564715,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",3
Tokyo Ghoul,0.45318910854158895,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",3
K-On!,0.4505781424841477,"Comedy, Music, School, Slice of Life",3
Tonari no Kaibutsu-kun,0.45020514733308464,"Comedy, Romance, School, Shoujo, Slice of Life",3
Black Lagoon: The Second Barrage,0.4494591570309586,"Action, Seinen",3
Higashi no Eden,0.44871316672883255,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",3
Fate/stay night,0.4483401715777695,"Action, Fantasy, Magic, Romance, Supernatural",3
Danshi Koukousei no Nichijou,0.44796717642670647,"Comedy, School, Shounen, Slice of Life",3
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,0.4472211861245804,"Action, Adventure, Comedy, Fantasy, Romance",3
Kyoukai no Kanata,0.44684819097351736,"Fantasy, Slice of Life, Supernatural",3
Toki wo Kakeru Shoujo,0.4464751958224543,"Adventure, Drama, Romance, Sci-Fi",3
Steins;Gate: Oukoubakko no Poriomania,0.443118239462887,"Sci-Fi, Thriller",3
Nanatsu no Taizai,0.44013427825438267,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",3
Summer Wars,0.43976128310331963,"Comedy, Sci-Fi",3
Zero no Tsukaima,0.43976128310331963,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",3
Gosick,0.4393882879522566,"Drama, Historical, Mystery, Romance",3
Btooom!,0.43640432674375235,"Action, Psychological, Sci-Fi, Seinen",3
Shakugan no Shana,0.4360313315926893,"Action, Drama, Fantasy, Romance, School, Supernatural",3
Baka to Test to Shoukanjuu Ni!,0.43453935098843716,"Comedy, Romance, School, Super Power",3
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",0.43453935098843716,"Action, Adventure, Fantasy, Military",3
Higurashi no Naku Koro ni,0.4308093994778068,"Horror, Mystery, Psychological, Supernatural, Thriller",3
Fate/stay night: Unlimited Blade Works 2nd Season,0.4308093994778068,"Action, Fantasy, Magic, Shounen, Supernatural",3
Mahouka Koukou no Rettousei,0.4281984334203655,"Magic, Romance, School, Sci-Fi, Supernatural",3
Re:Zero kara Hajimeru Isekai Seikatsu,0.4281984334203655,"Drama, Fantasy, Psychological, Thriller",3
Neon Genesis Evangelion,0.4263334576650504,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",3
Working!!,0.42596046251398734,"Comedy, Slice of Life",3
